470839^韩寒:独唱团(第1辑)^832,519,402^B003SLE38I^https://images-cn-4.ssl-images-amazon.com/images/I/51wDiU3JacL._SY344_BO1,204,203,200_QL70_.jpg^青春文学|文学艺术|图书音像^书|杂志|韩寒|文学|独唱团|好看|只出了一期|呵呵
473113^活着^832,552,892^B00GLJG7R4^https://images-cn-4.ssl-images-amazon.com/images/I/51UETWQschL._SY344_BO1,204,203,200_QL70_.jpg^音像|图书音像|有声读物^书|小说|余华|很感人|文学|看的很压抑|写的很好
474201^徐良:不良少年(CD)^832,665,45^B0011C57ZE^https://images-cn.ssl-images-amazon.com/images/I/61iqc8xQfGL._AC_SL1356_.jpg^徐良|青春文学|文学艺术|图书音像^好听|享受
474853^罗志祥:生命之舞 Live Tour(2DVD)^916,416,255^B001LK780S^https://images-cn.ssl-images-amazon.com/images/I/71FFrA47o8L._AC_SL1500_.jpg^罗志祥|创作^耳目一新的感觉|值得收藏|永远支持
487126^费玉清《唱一遍一遍》CD^832,519,599^B007STGNDO^https://images-cn.ssl-images-amazon.com/images/I/61VrE0CfFsL._AC_SL1305_.jpg^费玉清^值得收藏|支持|品质|到货速度快
489369^王铮亮:爱的自选(CD)^832,1101,1116^B001168O1O^https://images-cn.ssl-images-amazon.com/images/I/61uPo9JLG1L._AC_SL1311_.jpg^王铮亮^爱的自选|珍藏|好听
492579^方大同:未来(CD)^832,1101,1086^B007ZZ9FQ8^https://images-cn.ssl-images-amazon.com/images/I/81kWhS02mhL._AC_SL1280_.jpg^方大同^好听|内容挺好|内容不错|到货速度快|有破损|很有启发
499898^陈奕迅:怎么样(CD)^832,519,599^B00116TCX8^https://images-cn.ssl-images-amazon.com/images/I/41Emosbe1xL._AC_.jpg^陈奕迅|引进^国语|值得收藏|支持|品质没得说
501559^张震岳 这个下午很无聊 CD^1057,439,736^B004XKWWEK^https://images-cn.ssl-images-amazon.com/images/I/51Z%2BkYxkH1L._AC_.jpg^张震岳^好听|享受|永远支持|值得收藏|张震岳
505556^张学友:绝对珍藏(8CD)^486,487,706^B001XCVEQ8^https://images-cn.ssl-images-amazon.com/images/I/71XZXQ3KmOL._AC_SL1280_.jpg^张学友|歌曲|音质^非常的好听|值得收藏|永远支持|张学友
507644^张震岳 就是喜欢你 CD^832,519,1^B00515JQYK^https://images-cn.ssl-images-amazon.com/images/I/8183MqG24%2BL._AC_SL1500_.jpg^张震岳^好听|享受|永远支持|值得收藏|张震岳
508447^后街男孩:不散的和弦(2CD+DVD中国巡演特别版)^832,519,402^B006GK1B0G^https://images-cn.ssl-images-amazon.com/images/I/51wbTL3MPsL._AC_.jpg^后街男孩^珍藏海报
511015^阿桑：寂寞在唱歌^832,723,221^B0011CML4Y^https://images-cn.ssl-images-amazon.com/images/I/41QTgIiYZlL._AC_.jpg^阿桑^情歌|悲伤|经典|到货速度快
517740^张信哲:挚爱(CD)^832,519,402^B005MM1VGI^https://images-cn.ssl-images-amazon.com/images/I/51XOOAOiJdL._AC_.jpg^张信哲|唱片^向上的力量|勇敢往前|值得收藏|经典|温暖向上
520943^EXO-M:十二月的奇迹 Miracles in December(CD 中文版)^571,165^B0011BQILW^https://images-cn.ssl-images-amazon.com/images/I/51SlwxnB3hL._AC_.jpg^EXO^青春|不错|好听|用心|一如既往
